,index,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
1070,33510,,RIDGEFIED,,,,,,,,,,,,
1071,33518,,COLLINSVILLE,,,,,,,,,,,,
1072,33535,,06705,,,,,,,,,,,,
1073,33555,,WITON,,,,,,,,,,,,
1074,33588,,158 MANOR AVE UNIT-1,,,,,,,,,,,,
1075,33591,,LISBON,,,,,,,,,,,,
1076,33605,,VERNON,,,,,,,,,,,,
1077,33684,,NEW HAVEN,,,,,,,,,,,,
1078,33699,,"OLD SAYBROOK, CT 06475",,,,,,,,,,,,
1079,33730,,"NEW BRITAIN,",,,,,,,,,,,,
1080,33733,,,,,532299.0,,,,,,,,,
1081,33771,,06811,,,,,,,,,,,,
1082,33818,,HARTFORD,,,,,,,,,,,,
1083,33831,,NOANK,,,,,,,,,,,,
1084,33873,,SOUHBURY,,,,,,,,,,,,
1085,33920,,KENSINGTON,,,,,,,,,,,,
1086,33922,,NEW HAVEN,,,,,,,,,,,,
1087,33935,,SATMFORD,,,,,,,,,,,,
1088,33966,,STORRS,,,,,,,,,,,,
1089,34040,,GROTOTN,,,,,,,,,,,,
1090,34106,,BERLIN,,,,,,,,,,,,
1091,34140,,,,,323119.0,,,,,,,,,
1092,34195,,STORRS,,,,,,,,,,,,
1093,34200,,EAST  HAVEN,,,,,,,,,,,,
1094,34210,,EAST HAVEN,,,,,,,,,,,,
1095,34278,,WEST HARTFORD,,,,,,,,,,,,
1096,34293,,WESTHARTFORD,,,,,,,,,,,,
1097,34298,,VERNON,,,,,,,,,,,,
1098,34305,,VERNON,,,,,,,,,,,,
1099,34317,,NORTHBRANFORD,,,,,,,,,,,,
1100,34397,,VERNON,,,,,,,,,,,,
1101,34449,,FRANKLIN,,,,,,,,,,,,
1102,34473,,LISBON,,,,,,,,,,,,
1103,34484,,KENSINGTON,,,,,,,,,,,,
1104,34489,,ROWAYTON,,,,,,,,,,,,
1105,34494,,MIDDELTOWN,,,,,,,,,,,,
1106,34505,,KENSINGTON,,,,,,,,,,,,
1107,34511,,MASHANTUCKET,,,,,,,,,,,,
1108,34566,,COLLINSVILLE,,,,,,,,,,,,
1109,34585,,LYYME,,,,,,,,,,,,
1110,34616,,EAST HAVEN,,,,,,,,,,,,
1111,34628,,SOUTHINGTON,,,,,,,,,,,,
1112,34652,,GRISWOLD,,,,,,,,,,,,
1113,34654,,EAST HAVEN,,,,,,,,,,,,
1114,34675,,COLLINSVILLE,,,,,,,,,,,,
1115,34728,,WARREN,,,,,,,,,,,,
1116,34771,,N STONINGTON,,,,,,,,,,,,
1117,34802,,POMFRET,,,,,,,,,,,,
1118,34850,,,,,452990.0,,,,,,,,,
1119,34867,,WESTPORT,,,,,,,,,,,,
1120,34925,,NEW PRESTON,,,,,,,,,,,,
1121,34946,,STORRS,,,,,,,,,,,,
1122,34948,,NEW HAVEN,,,,,,,,,,,,
1123,34979,,NORWAK,,,,,,,,,,,,
1124,35002,,CT,,,,,,,,,,,,
1125,35018,,MYSTIC,,,,,,,,,,,,
1126,35033,,WEST SUFFIELD,,,,,,,,,,,,
1127,35110,,S GLASTONBURY,,,,,,,,,,,,
1128,35119,,VERNON,,,,,,,,,,,,
1129,35215,,DARIEN,,,,,,,,,,,,
1130,35249,,GREENWICH,,,,,,,,,,,,
1131,35270,,GRISWOLD,,,,,,,,,,,,
1132,35370,,CHESHIRE,,,,,,,,,,,,
1133,35416,,BARKHAMSTED,,,,,,,,,,,,
1134,35423,,EASTON,,,,,,,,,,,,
1135,35513,,VERNON,,,,,,,,,,,,
1136,35529,,MONTVILLE,,,,,,,,,,,,
1137,35552,,OAKVILLE,,,,,,,,,,,,
1138,35561,,SO. GLASTONBURY,,,,,,,,,,,,
1139,35587,,MERIDEN,,,,,,,,,,,,
1140,35615,,BRAOD BROOK,,,,,,,,,,,,
1141,35698,,CHESHIRE,,,,,,,,,,,,
1142,35721,,GLASTONBURY,,,,,,,,,,,,
1143,35815,,,,,,,,,,,,,PeoplesBank,
1144,35858,,NEWTOWN,,,,,,,,,,,,
1145,35871,,FARMINTON,,,,,,,,,,,,
1146,35885,,BARKHAMSTED,,,,,,,,,,,,
1147,35909,,LYME,,,,,,,,,,,,
1148,35929,,,,,,,,,,,,,PeoplesBank,
1149,35935,,,,16410.0,,,,,,,,,,CT - 03
1150,36041,,,,,,,,,,,,,PeoplesBank,
1151,36055,,VERNON,,,,,,,,,,,,
1152,36073,,VERNON,,,,,,,,,,,,
1153,36175,,LISBON,,,,,,,,,,,,
1154,36229,,BARKHAMSTED,,,,,,,,,,,,
1155,36253,,,,,454111.0,,,,,,,,,
1156,36279,,KENSINGTTON,,,,,,,,,,,,
1157,36293,,SUFFIELD,,,,,,,,,,,,
1158,36320,,W HARTFORD,,,,,,,,,,,,
1159,36331,,KENSINGTON,,,,,,,,,,,,
1160,36344,,WARREN,,,,,,,,,,,,
1161,36360,,VERNON,,,,,,,,,,,,
1162,36399,,VERNON,,,,,,,,,,,,
1163,36432,,,,,452910.0,,,,,,,,,
1164,36505,,WINDSOR,,,,,,,,,,,,
1165,36512,,NEW HAVEN,,,,,,,,,,,,
1166,36528,,BRIDGEPORT,,,,,,,,,,,,
1167,36556,,SIMSBURY,,,,,,,,,,,,
1168,36621,,06410,,,,,,,,,,,,
1169,36642,,LYME,,,,,,,,,,,,
1170,36691,,VERNON,,,,,,,,,,,,
1171,36729,,WESTPOT,,,,,,,,,,,,
1172,36874,,COLLINSVILLE,,,,,,,,,,,,
1173,36905,,SOMERS,,,,,,,,,,,,
1174,36915,,WEST HARTFORD,,,,,,,,,,,,
1175,36948,,EAST HAVEN,,,,,,,,,,,,
1176,36992,,COLLINSVILLE,,,,,,,,,,,,
1177,37015,,VERNON,,,,,,,,,,,,
1178,37077,,EASTON,,,,,,,,,,,,
1179,37108,,WATERBURY,,,,,,,,,,,,
1180,37134,,,,6430.0,,,,,,,,,,CT -
1181,37141,,WATYERBURY,,,,,,,,,,,,
1182,37144,,GRISWOLD,,,,,,,,,,,,
1183,37172,,GREENWICH,,,,,,,,,,,,
1184,37189,,,,,443111.0,,,,,,,,,
1185,37203,,BRIDGEPORPT,,,,,,,,,,,,
1186,37208,,STORRS,,,,,,,,,,,,
1187,37285,,YALESVILLE,,,,,,,,,,,,
1188,37297,,AMSTON,,,,,,,,,,,,
1189,37312,,,,,452990.0,,,,,,,,,
1190,37326,,WARREN,,,,,,,,,,,,
1191,37331,,MIDDLETOWN,,,,,,,,,,,,
1192,37371,,ROWAYTON,,,,,,,,,,,,
1193,37380,,,,,452111.0,,,,,,,,,
1194,37393,,GREENWICH,,,,,,,,,,,,
1195,37398,,EAST HARTFORD,,,,,,,,,,,,
1196,37413,,ROWAYTON,,,,,,,,,,,,
1197,37452,,NORWALK,,,,,,,,,,,,
1198,37498,,STONINGTON,,,,,,,,,,,,
1199,37514,,GREENWICH,,,,,,,,,,,,
1200,37537,,COLLINSVILLE,,,,,,,,,,,,
1201,37573,,STORRS,,,,,,,,,,,,
1202,37590,,VERNON,,,,,,,,,,,,
1203,37606,,NEW HAVEN,,,,,,,,,,,,
1204,37607,,SO GLASTONBURY,,,,,,,,,,,,
1205,37613,,EAST LYME,,,,,,,,,,,,
1206,37642,,CT,,,,,,,,,,,,
1207,37645,,MANSFIELD,,,,,,,,,,,,
1208,37708,,BRISTOL,,,,,,,,,,,,
1209,37714,,STAMFORD,,,,,,,,,,,,
1210,37769,,"BRIDGEPORT,",,,,,,,,,,,,
1211,37783,,,,,,,,,,,,,PeoplesBank,
1212,37809,,06790,,,,,,,,,,,,
1213,37868,,COLLINSVILLE,,,,,,,,,,,,
1214,37882,,VERNON,,,,,,,,,,,,
1215,37885,,LISBON,,,,,,,,,,,,
1216,37938,,BERLIN,,,,,,,,,,,,
1217,37940,,BROAD BROO,,,,,,,,,,,,
1218,37954,,HARTFORD,,,,,,,,,,,,
1219,37955,,EASATON,,,,,,,,,,,,
1220,37967,,VERNON,,,,,,,,,,,,
1221,37973,,MIANTIC,,,,,,,,,,,,
1222,37984,,KENSINGTON,,,,,,,,,,,,
1223,38006,,,,,,,,,,,,,PeoplesBank,
1224,38008,,LISBON,,,,,,,,,,,,
1225,38073,,WEST HARTFORD,,,,,,,,,,,,
1226,38082,,GLASTONBURY,,,,,,,,,,,,
1227,38110,,,,,,,,,,,,,PeoplesBank,
1228,38124,,WARREN,,,,,,,,,,,,
1229,38127,,", BRIDGEPORT",,,,,,,,,,,,
1230,38150,,NEW HAVEN,,,,,,,,,,,,
1231,38172,,GRISWOLD,,,,,,,,,,,,
1232,38214,,LISBON,,,,,,,,,,,,
1233,38237,,EAST HAVEN,,,,,,,,,,,,
1234,38243,,HARTFORD,,,,,,,,,,,,
1235,38244,,VERNON,,,,,,,,,,,,
1236,38286,,,,,532299.0,,,,,,,,,
1237,38293,,BARKHAMSTED,,,,,,,,,,,,
1238,38342,,,,,,,,,,,,,PeoplesBank,
1239,38408,,"HARTFORD,",,,,,,,,,,,,
1240,38447,,ROWAYTON,,,,,,,,,,,,
1241,38455,,STORRS,,,,,,,,,,,,
1242,38521,,SIMSBURY,,,,,,,,,,,,
1243,38524,,GLASTONBURY CT,,,,,,,,,,,,
1244,38541,,,,,,,,,,,,,,CT -
1245,38577,,BARKHAMSTED,,,,,,,,,,,,
1246,38635,,STORRS,,,,,,,,,,,,
1247,38714,,HARTLAND,,,,,,,,,,,,
1248,38752,,,,,,,,,,,,,,CT -
1249,38818,,CONNECTICUT,,,,,,,,,,,,
1250,38836,,WOLCTT,,,,,,,,,,,,
1251,38852,,GRISWOLD,,,,,,,,,,,,
1252,38881,,"BLOOMFIELD,",,,,,,,,,,,,
1253,38894,,EAST HAVEN,,,,,,,,,,,,
1254,38904,,MONORE,,,,,,,,,,,,
1255,38954,,VERNON,,,,,,,,,,,,
1256,38973,,WATERBURY,,,,,,,,,,,,
1257,39027,,DURHUM,,,,,,,,,,,,
1258,39096,,NEWHAVEN,,,,,,,,,,,,
1259,39100,,,,,,,,,,,,,,CT -
1260,39122,,EAST HAVEN,,,,,,,,,,,,
1261,39154,,HADFORD,,,,,,,,,,,,
1262,39167,,MANSFIELD,,,,,,,,,,,,
1263,39265,,,,,,,,,,,,,,CT -
1264,39282,,,,,541712.0,,,,,,,,,
1265,39320,,VERNON,,,,,,,,,,,,
1266,39336,,KENSINGTON,,,,,,,,,,,,
1267,39342,,GRISWOLD,,,,,,,,,,,,
1268,39368,,SIMMSBURY,,,,,,,,,,,,
1269,39384,,VERNON ROCKVL,,,,,,,,,,,,
1270,39454,,06468,,,,,,,,,,,,
1271,39547,,KENSINGTON,,,,,,,,,,,,
1272,39616,,,,,,,,,,,,,PeoplesBank,
1273,39621,,NEW PRESTON,,,,,,,,,,,,
1274,39628,,SOUTH WINDSOR,,,,,,,,,,,,
1275,39630,,COLLINSVILLE,,,,,,,,,,,,
1276,39655,,MANSFIELD,,,,,,,,,,,,
1277,39705,,COLLINSVILLE,,,,,,,,,,,,
1278,39713,,PLAINFIELD,,,,,,,,,,,,
1279,39718,,BRENTON BROWN,,,,,,,,,,,,
1280,39844,,GLASTONBURY,,,,,,,,,,,,
1281,39861,,ROWAYTON,,,,,,,,,,,,
1282,39878,,VERNON,,,,,,,,,,,,
1283,39895,,,,,,,,,,,,,PeoplesBank,
1284,39918,,"BETHEL,",,,,,,,,,,,,
1285,39934,,06614,,,,,,,,,,,,
1286,39948,,,,,,,,,,,,,Peoples Bank,
1287,39983,,EAST LYME,,,,,,,,,,,,
1288,39986,,06040,,,,,,,,,,,,
1289,40037,,COLLINSVILLE,,,,,,,,,,,,
1290,40049,,NEW PRESTON,,,,,,,,,,,,
1291,40057,,PROSPECT,,,,,,,,,,,,
1292,40091,,BROOKFIELD,,,,,,,,,,,,
1293,40157,,,,,,,,,,,,,,CT -
1294,40176,,DURHAM,,,,,,,,,,,,
1295,40209,,NORTH HAVEN,,,,,,,,,,,,
1296,40252,,,,,,,,,,,,,,CT - 04
1297,40274,,,,65160.0,,,,,,,,,,CT -
1298,40298,,NEW HAVEN,,,,,,,,,,,,
1299,40313,,PLAINVILLE,,,,,,,,,,,,
1300,40319,,MANSFIELD,,,,,,,,,,,,
1301,40357,,KENSINGTON,,,,,,,,,,,,
1302,40365,,WARREN,,,,,,,,,,,,
1303,40404,,BEACON FALLS,,,,,,,,,,,,
1304,40451,,WINDHAM,,,,,,,,,,,,
1305,40459,,SOUTH GLASTONBUR,,,,,,,,,,,,
1306,40480,,NEW HAVEN,,,,,,,,,,,,
1307,40505,,CT,,,,,,,,,,,,
1308,40510,,"GLASTONBURY,",,,,,,,,,,,,
1309,40521,,EAST HAVEN,,,,,,,,,,,,
1310,40529,,BARKHAMSTED,,,,,,,,,,,,
1311,40594,,CANTON,,,,,,,,,,,,
1312,40623,,BRANFORD,,,,,,,,,,,,
1313,40718,,NEW PRESTON,,,,,,,,,,,,
1314,40724,,MIDDLETOWN,,,,,,,,,,,,
1315,40843,,VERNON,,,,,,,,,,,,
1316,40860,,KHANH TRAN,,,,,,,,,,,,
1317,40862,,NOANK,,,,,,,,,,,,
1318,40872,,HADDAM,,,,,,,,,,,,
1319,40886,,VERNON,,,,,,,,,,,,
1320,40909,,HARTFORD,,,,,,,,,,,,
1321,40956,,,,6838.0,,,,,,,,,,
1322,40965,,CT,,,,,,,,,,,,
1323,40997,,NORWALK,,,,,,,,,,,,
1324,41015,,HARTFORD,,,,,,,,,,,,
1325,41089,,,,,,,,,,,,,PeoplesBank,
1326,41116,,KILLINGLY,,,,,,,,,,,,
1327,41117,,,,,,,,,,,,,PeoplesBank,
1328,41126,,N STONINGTON,,,,,,,,,,,,
1329,41128,,BARKHAMSTED,,,,,,,,,,,,
1330,41163,,SOUTH NORWALK,,,,,,,,,,,,
1331,41190,,HARWINTON CT,,,,,,,,,,,,
1332,41289,,CHESHIRE,,,,,,,,,,,,
1333,41315,,STORRS,,,,,,,,,,,,
1334,41335,,RUSS KRAMER,,,,,,,,,,,,
1335,41377,,BARKHAMSTED,,,,,,,,,,,,
1336,41379,,CROMWELL,,,,,,,,,,,,
1337,41412,,VERNON,,,,,,,,,,,,
1338,41429,,CT,,,,,,,,,,,,
1339,41455,,SIMSBURY,,,,,,,,,,,,
1340,41459,,EAST HAVEN,,,,,,,,,,,,
1341,41482,,"WEST HAVEN, CT",,,,,,,,,,,,
1342,41493,,,,,,,,,,,,,PeoplesBank,
1343,41505,,NEWINGTON,,,,,,,,,,,,
1344,41539,,06111,,,,,,,,,,,,
1345,41557,,GLASTONBURY,,,,,,,,,,,,
1346,41612,,KENSINGTON,,,,,,,,,,,,
1347,41615,,BARKHAMSTED,,,,,,,,,,,,
1348,41648,,STORRS,,,,,,,,,,,,
1349,41651,,CANTON,,,,,,,,,,,,
1350,41653,,VERNON,,,,,,,,,,,,
1351,41663,,NEW HAVEN,,,,,,,,,,,,
1352,41833,,MIDDLETOWN,,,,,,,,,,,,
1353,41871,,UNCASVILLE,,,,,,,,,,,,
1354,41928,,,,,,,,,,,,,PeoplesBank,
1355,41940,,CT,,,,,,,,,,,,
1356,42009,,W HAVEN,,,,,,,,,,,,
1357,42043,,NEW HAVEN AND NORTH HAVEN,,,,,,,,,,,,
1358,42076,,PROSPCT,,,,,,,,,,,,
1359,42082,,VERNON ROCKVL,,,,,,,,,,,,
1360,42096,,HARTFORD,,,,,,,,,,,,
1361,42270,,SIMSBURY,,,,,,,,,,,,
1362,42279,,KENSINGTON,,,,,,,,,,,,
1363,42409,,,,,454111.0,,,,,,,,,
1364,42486,,GUILFORD,,,,,,,,,,,,
1365,42528,,MANSFIELD,,,,,,,,,,,,
1366,42679,,TARRIFFVILLE,,,,,,,,,,,,
1367,42700,,GASTONBURY,,,,,,,,,,,,
1368,42770,,VERNON,,,,,,,,,,,,
1369,42774,,VERNON,,,,,,,,,,,,
1370,42795,,SALEM,,,,,,,,,,,,
1371,42806,,COLLINSVILLE,,,,,,,,,,,,
1372,42822,,SOUTHINGTON,,,,,,,,,,,,
1373,42853,,WEESTPORT,,,,,,,,,,,,
1374,42860,,BARKHAMSTED,,,,,,,,,,,,
1375,42861,,NEW HARTFORD,,,,,,,,,,,,
1376,42868,,STORRS,,,,,,,,,,,,
1377,42873,,PLYMOUTH,,,,,,,,,,,,
1378,42881,,HAMDEN,,,,,,,,,,,,
1379,42898,,GUILFORD,,,,,,,,,,,,
1380,42928,,LISBON,,,,,,,,,,,,
1381,42952,,SOUTHINGTON,,,,,,,,,,,,
1382,42959,,NEWTOWN,,,,,,,,,,,,
1383,42970,,HAMDEAN,,,,,,,,,,,,
1384,42975,,BARKHAMSTED,,,,,,,,,,,,
1385,43005,,WINDHAM,,,,,,,,,,,,
1386,43054,,COLLINSVILLE,,,,,,,,,,,,
1387,43121,,VERNON,,,,,,,,,,,,
1388,43125,,WESTPORT,,,,,,,,,,,,
1389,43127,,COLLINSVILLE,,,,,,,,,,,,
1390,43130,,NEW BRITIAN,,,,,,,,,,,,
1391,43156,,GLAQSTONBURY,,,,,,,,,,,,
1392,43161,,RIDGEFIELD CT,,,,,,,,,,,,
1393,43232,,VOLUNTOWN,,,,,,,,,,,,
1394,43246,,NOREWALK,,,,,,,,,,,,
1395,43254,,,,,,,,,,,,,PeoplesBank,
1396,43267,,EAST HAVEN,,,,,,,,,,,,
1397,43302,,"MIDDLETOWN,",,,,,,,,,,,,
1398,43341,,KENSINGTON,,,,,,,,,,,,
1399,43347,,VERNON,,,,,,,,,,,,
1400,43371,,NEW BRITIAN,,,,,,,,,,,,
1401,43374,,NEW HAVEN,,,,,,,,,,,,
1402,43426,,STAMFORS,,,,,,,,,,,,
1403,43446,,KENSINGTON,,,,,,,,,,,,
1404,43486,,EAST HAVEN,,,,,,,,,,,,
1405,43501,,,,,,,,,,,,,Citizens Bank,
1406,43530,,GREENWICH,,,,,,,,,,,,
1407,43548,,ROCKYHILL,,,,,,,,,,,,
1408,43554,,GUILFFORD,,,,,,,,,,,,
1409,43555,,EAST HAVEN,,,,,,,,,,,,
1410,43560,,LYME,,,,,,,,,,,,
1411,43564,,VERNON,,,,,,,,,,,,
1412,43627,,NORTFIELD,,,,,,,,,,,,
1413,43695,,KENSINGTON,,,,,,,,,,,,
1414,43743,,HANDEN,,,,,,,,,,,,
1415,43748,,WARREN,,,,,,,,,,,,
1416,43772,,BERLIN,,,,,,,,,,,,
1417,43778,,NORTH BRENFORD,,,,,,,,,,,,
1418,43793,,PLYMOUTH,,,,,,,,,,,,
1419,43828,,BRISTOL,,,,,,,,,,,,
1420,43837,,VERNON,,,,,,,,,,,,
1421,43843,,KENSINGTON,,,,,,,,,,,,
1422,43879,,GREENWICH,,,,,,,,,,,,
1423,43911,,STORRS,,,,,,,,,,,,
1424,43923,,NEW HAVEN,,,,,,,,,,,,
1425,43930,,EAST HAVEN,,,,,,,,,,,,
1426,43959,,BARKHAMSTED,,,,,,,,,,,,
1427,44086,,"WETHERSFIELD,",,,,,,,,,,,,
1428,44107,,VERNON,,,,,,,,,,,,
1429,44124,,DANBURY,,,,,,,,,,,,
1430,44140,,W HARTFORD,,,,,,,,,,,,
1431,44175,,,,,454113.0,,,,,,,,,
1432,44178,,GREENWICH,,,,,,,,,,,,
1433,44227,,CT,,,,,,,,,,,,
1434,44240,,COOLCHESTER,,,,,,,,,,,,
1435,44330,,REDDING,,,,,,,,,,,,
1436,44332,,WINDSOR,,,,,,,,,,,,
1437,44353,,NEWTOWN,,,,,,,,,,,,
1438,44384,,EAST HAVEN,,,,,,,,,,,,
1439,44394,,,,,,,,,,,,,PeoplesBank,
1440,44395,,,,,,,,,,,,,PeoplesBank,
1441,44414,,WASHINGTON,,,,,,,,,,,,
1442,44489,,VERNON,,,,,,,,,,,,
1443,44514,,VERNON,,,,,,,,,,,,
1444,44567,,CT,,,,,,,,,,,,
1445,44608,,,,,,,,,,,,,PeoplesBank,
1446,44676,,FARMINGTON,,,,,,,,,,,,
1447,44677,,PLAINFIELD,,,,,,,,,,,,
1448,44767,,MILLDALE,,,,,,,,,,,,
1449,44772,,,,,,,,,,,,,PeoplesBank,
1450,44792,,NEW HAVEN,,,,,,,,,,,,
1451,44863,,NORWLK,,,,,,,,,,,,
1452,44889,,CROMWELL,,,,,,,,,,,,
1453,44905,,GLASTONBURY,,,,,,,,,,,,
1454,44924,,,,,,,,,,,,,PeoplesBank,
1455,44934,,W HAVEN,,,,,,,,,,,,
1456,44961,,VERNON,,,,,,,,,,,,
1457,44974,,"MIDDLETOWN,",,,,,,,,,,,,
1458,44999,,VERNON,,,,,,,,,,,,
1459,45031,,,,,454113.0,,,,,,,,,
1460,45047,,NEW HAVEN,,,,,,,,,,,,
1461,45052,,EAST HAVEN,,,,,,,,,,,,
1462,45123,,SEYMOUR,,,,,,,,,,,,
1463,45129,,EAST HAVEN,,,,,,,,,,,,
1464,45304,,BARKHAMSTED,,,,,,,,,,,,
1465,45335,,BARKHAMSTED,,,,,,,,,,,,
1466,45352,,NEW HAVEN,,,,,,,,,,,,
1467,45376,,WALLINGFROD,,,,,,,,,,,,
1468,45386,,"GLASTONBURY,",,,,,,,,,,,,
1469,45408,,VERNON,,,,,,,,,,,,
1470,45416,,MANSFIELD,,,,,,,,,,,,
1471,45453,,EAST HAVEN,,,,,,,,,,,,
1472,45472,,LYME,,,,,,,,,,,,
1473,45478,,COLLINSVILLE,,,,,,,,,,,,
1474,45495,,PLYMOUTH,,,,,,,,,,,,
1475,45608,,WARREN,,,,,,,,,,,,
1476,45616,,GREENWICH,,,,,,,,,,,,
1477,45642,,NEW HAVEN,,,,,,,,,,,,
1478,45644,,SHELTON,,,,,,,,,,,,
1479,45669,,KENSINGTON,,,,,,,,,,,,
1480,45688,,NEW HAVEN,,,,,,,,,,,,
1481,45726,,HARFORD,,,,,,,,,,,,
1482,45746,,NEW HAVEN,,,,,,,,,,,,
1483,45754,,VERNON,,,,,,,,,,,,
1484,45858,,WINDSOR LOCKS,,,,,,,,,,,,
1485,45881,,FALLS VILLAGELLAGE,,,,,,,,,,,,
1486,45886,,VERNON,,,,,,,,,,,,
1487,45932,,,,,,,,,,,,,PeoplesBank,
1488,45945,,HUNTINGTON,,,,,,,,,,,,
1489,46023,,WINDSOR LOCK,,,,,,,,,,,,
1490,46043,,ORANGE,,,,,,,,,,,,
1491,46048,,,,60780.0,,,,,,,,,,CT -
1492,46094,,,,,722110.0,,,,,,,,,
1493,46255,,HARTFORD,,,,,,,,,,,,
1494,46256,,BRANFORD,,,,,,,,,,,,
1495,46305,,EAST HAVEN,,,,,,,,,,,,
1496,46308,,NEWINGTON,,,,,,,,,,,,
1497,46361,,VERNON,,,,,,,,,,,,
1498,46391,,LYME,,,,,,,,,,,,
1499,46395,,,,,452990.0,,,,,,,,,
1500,46406,,NO HAVEN,,,,,,,,,,,,
1501,46462,,NEW HAVEN,,,,,,,,,,,,
1502,46478,,HARTFORD,,,,,,,,,,,,
1503,46557,,EAST HADDAM,,,,,,,,,,,,
1504,46562,,,,,517110.0,,,,,,,,,
1505,46576,,,,,,,,,,,,,PeoplesBank,
1506,46577,,,,,,,,,,,,,PeoplesBank,
1507,46605,,GRISWOLD,,,,,,,,,,,,
1508,46607,,CT,,,,,,,,,,,,
1509,46629,,ROCKY HILL,,,,,,,,,,,,
1510,46634,,WEST HARTFORD,,,,,,,,,,,,
1511,46705,,BARKHAMSTED,,,,,,,,,,,,
1512,46726,,COLLINSVILLE,,,,,,,,,,,,
1513,46796,,,,,452112.0,,,,,,,,,
1514,46812,,COLLINSVILLE,,,,,,,,,,,,
1515,46820,,VERNON,,,,,,,,,,,,
1516,46829,,WETHERSFIELD,,,,,,,,,,,,
1517,46851,,CT,,,,,,,,,,,,
1518,46861,,BRISTOLL,,,,,,,,,,,,
1519,46873,,WASHINGTON,,,,,,,,,,,,
1520,46880,,STAFFORD,,,,,,,,,,,,
1521,46881,,VERNON,,,,,,,,,,,,
1522,46972,,VERNON,,,,,,,,,,,,
1523,46984,,KENSINGTON,,,,,,,,,,,,
1524,46990,,NOANK,,,,,,,,,,,,
1525,47034,,NEW MILFOD,,,,,,,,,,,,
1526,47060,,,,,452990.0,,,,,,,,,
1527,47091,,BARKHAMSTED,,,,,,,,,,,,
1528,47113,,N STONINGTON,,,,,,,,,,,,
1529,47234,,HARTFORD C,,,,,,,,,,,,
1530,47262,,MIDDLETON,,,,,,,,,,,,
1531,47290,,,,,454111.0,,,,,,,,,
1532,47304,,WALLLINGFORD,,,,,,,,,,,,
1533,47306,,NORTH HAVEN,,,,,,,,,,,,
1534,47340,,GREENWICH,,,,,,,,,,,,
1535,47348,,EAST WINDSOR,,,,,,,,,,,,
1536,47441,,,,,532230.0,,,,,,,,,
1537,47462,,ROCKY HILL,,,,,,,,,,,,
1538,47526,,VERNON,,,,,,,,,,,,
1539,47543,,,,,,,,,,,,,PeoplesBank,
1540,47655,,VERNON,,,,,,,,,,,,
1541,47660,,NEW HAVEN,,,,,,,,,,,,
1542,47711,,COLLINSVILLE,,,,,,,,,,,,
1543,47757,,VERNON,,,,,,,,,,,,
1544,47787,,WOODBRIGE,,,,,,,,,,,,
1545,47807,,VERNON,,,,,,,,,,,,
1546,47870,,MIFORD,,,,,,,,,,,,
1547,47904,,NEW PRESTON,,,,,,,,,,,,
1548,47910,,BERLING,,,,,,,,,,,,
1549,47928,,LYME,,,,,,,,,,,,
1550,47946,,,,,,,,,,,,,PeoplesBank,
1551,47963,,GRISWOLD,,,,,,,,,,,,
1552,47974,,WESTPORT,,,,,,,,,,,,
1553,48000,,NORTH HAVEN,,,,,,,,,,,,
1554,48027,,CLINTON,,,,,,,,,,,,
1555,48073,,WEST HAVEN,,,,,,,,,,,,
1556,48097,,BARKHAMSTED,,,,,,,,,,,,
1557,48106,,MERIDEN CT,,,,,,,,,,,,
1558,48138,,KENSINGTON,,,,,,,,,,,,
1559,48181,,CHESIRE,,,,,,,,,,,,
1560,48185,,,,,,,,,,,,,PeoplesBank,
1561,48242,,KENSINGTON,,,,,,,,,,,,
1562,48249,,NORTH BRANFORD CT,,,,,,,,,,,,
1563,48293,,"HIGGANUM, CT",,,,,,,,,,,,
1564,48304,,COLLINSVILLE,,,,,,,,,,,,
1565,48468,,NEW HAVEN,,,,,,,,,,,,
1566,48489,,VERNON,,,,,,,,,,,,
1567,48495,,NEW CANAAN,,,,,,,,,,,,
1568,48545,,NORH HAVEN,,,,,,,,,,,,
1569,48563,,VERNON,,,,,,,,,,,,
1570,48570,,,,,,,,,,,,,PeoplesBank,
1571,48590,,JOHN KYLES,,,,,,,,,,,,
1572,48606,,GALES FERRY,,,,,,,,,,,,
1573,48620,,KENSINGTON,,,,,,,,,,,,
1574,48761,,NEW HAVEN,,,,,,,,,,,,
1575,48783,,WEST HARTFORD,,,,,,,,,,,,
1576,48801,,VERNON,,,,,,,,,,,,
1577,48815,,,,,,,,,,,,,,CT -
1578,48819,,VERNON,,,,,,,,,,,,
1579,48866,,EAST HAVEN,,,,,,,,,,,,
1580,48897,,,,,,,,,,,,,PeoplesBank,
1581,48903,,WATERFORD,,,,,,,,,,,,
1582,48912,,DANBORY,,,,,,,,,,,,
1583,48972,,WARREN,,,,,,,,,,,,
1584,48987,,CROMWELL,,,,,,,,,,,,
1585,49003,,CENTERBROOK,,,,,,,,,,,,
1586,49096,,BARKHAMSTED,,,,,,,,,,,,
1587,49139,,STAFFORD SPGS,,,,,,,,,,,,
1588,49141,,FARMINGTON,,,,,,,,,,,,
1589,49145,,WATERFORD,,,,,,,,,,,,
1590,49163,,BARKHAMSTED,,,,,,,,,,,,
1591,49165,,VERNON,,,,,,,,,,,,
1592,49169,,GULFORD,,,,,,,,,,,,
